pillar,question,choice,ta_check,description
Security,SEC 4 How do you detect and investigate security events?,P1 Configure service and application logging,Elastic Beanstalk environments should have enhanced health reporting enabled,Description: Checks if enhanced health reporting is enabled for your AWS Elastic Beanstalk environments.				Source		AWS Security Hub		Security Hub control ID: ElasticBeanstalk.1				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 4 How do you detect and investigate security events?,P1 Configure service and application logging,API Gateway REST API stages should have AWS X-Ray tracing enabled,Description: Checks if AWS X-Ray active tracing is enabled for your Amazon API Gateway REST API stages.				Source		AWS Security Hub		Security Hub control ID: APIGateway.3				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 4 How do you detect and investigate security events?,P1 Configure service and application logging,API Gateway REST and WebSocket API execution logging should be enabled,Description: Checks if all stages of Amazon API Gateway REST and WebSocket APIs have logging enabled. The check fails if logging is not enabled for all methods of a stage or if loggingLevel is neither ERROR nor INFO.				Source		AWS Security Hub		Security Hub control ID: APIGateway.1				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 4 How do you detect and investigate security events?,P1 Configure service and application logging,CloudTrail trails should be integrated with Amazon CloudWatch Logs,Description: Checks if AWS CloudTrail trails are configured to send logs to Amazon CloudWatch Logs.				Source		AWS Security Hub		Security Hub control ID: CloudTrail.5				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 4 How do you detect and investigate security events?,P1 Configure service and application logging,Amazon Redshift clusters should have audit logging enabled,Description: Checks if an Amazon Redshift cluster has audit logging enabled.				Source		AWS Security Hub		Security Hub control ID: Redshift.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 4 How do you detect and investigate security events?,"P1 Analyze logs, findings, and metrics centrally",GuardDuty should be enabled,Description: Checks if Amazon GuardDuty is enabled in your AWS account and region.				Source		AWS Security Hub		Security Hub control ID: GuardDuty.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P1 Create network layers,The VPC default security group should not allow inbound and outbound traffic,Description: Checks that the default security group of a VPC does not allow inbound or outbound traffic.				Source		AWS Security Hub		Security Hub control ID: EC2.2				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,VPC flow logging should be enabled in all VPCs,Description: Checks if Amazon Virtual Private Cloud flow logs are found and enabled for Amazon VPCs. The traffic type is set to 'Reject'.				Source		AWS Security Hub		Security Hub control ID: EC2.6				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Amazon Elasticsearch Service domains should be in a VPC,Description: Checks whether Amazon Elasticsearch Service domains are in a VPC. It does not evaluate the VPC subnet routing configuration to determine public reachability. This check also does not check whether the Amazon OpenSearch Service resource-based policy permits public access by other accounts or external entities. You should ensure that Amazon Elasticsearch Service domains are not attached to public subnets. See Resource-based policies (https://docs.aws.amazon.com/opensearch-service/latest/developerguide/ac.html#ac-types-resource) in the Amazon OpenSearch Service (successor to Amazon Elasticsearch Service) Developer Guide. You should also ensure that your VPC is configured according to the recommended best practices. See Security best practices for your VPC (https://docs.aws.amazon.com/vpc/latest/userguide/vpc-security-best-practices.html) in the Amazon VPC User Guide.				Source		AWS Security Hub		Security Hub control ID: ES.2				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,ECS services should not have public IP addresses assigned to them automatically,Description: Checks if ECS services are configured to automatically assign public IP addresses. This check fails if AssignPublicIP is ENABLED.				Source		AWS Security Hub		Security Hub control ID: ECS.2				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Security Groups - Unrestricted Access,"Description: Checks security groups for rules that allow unrestricted access to a resource. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Red: A security group rule has a source IP address with a /0 suffix for ports other than 25, 80, or 443.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Security Groups - Specific Ports Unrestricted,"Description: Checks security groups for rules that allow unrestricted access (0.0.0.0/0) to specific ports. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data). The ports with highest risk are flagged red, and those with less risk are flagged yellow. Ports flagged green are typically used by applications that require unrestricted access, such as HTTP and SMTP.		If you have intentionally configured your security groups in this manner, we recommend using additional security measures to secure your infrastructure (such as IP tables).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Green: Access to port 80, 25, 443, or 465 is unrestricted.		Red: Access to port 20, 21, 1433, 1434, 3306, 3389, 4333, 5432, or 5500 is unrestricted.		Yellow: Access to any other port is unrestricted.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		List of TCP and UDP port numbers (Wikipedia)		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Amazon RDS Security Group Access Risk,"Description: Checks security group configurations for Amazon Relational Database Service (Amazon RDS) and warns when a security group rule might grant overly permissive access to your database. Recommended configuration for any security group rule is to allow access from specific Amazon Elastic Compute Cloud (Amazon EC2) security groups or from a specific IP address.				Alert Criteria		Yellow: A DB security group rule references an Amazon EC2 security group that grants global access on one of these ports: 20, 21, 22, 1433, 1434, 3306, 3389, 4333, 5432, 5500.		Yellow: A DB security group rule grants access to more than a single IP address (the CIDR rule suffix is not /0 or /32).		Red: A DB security group rule grants global access (the CIDR rule suffix is /0).				Recommended Action		Review your security group rules and restrict access to authorized IP addresses or IP ranges. To edit a security group, use the AuthorizeDBSecurityGroupIngress API or the AWS Management Console. For more information, see Working with DB Security Groups.				Additional Resources		Amazon RDS Security Groups		Classless Inter-Domain Routing		List of TCP and UDP port numbers"
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,ELB Security Groups,
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Amazon RDS Security Group Access Risk,"Description: Checks security group configurations for Amazon Relational Database Service (Amazon RDS) and warns when a security group rule might grant overly permissive access to your database. Recommended configuration for any security group rule is to allow access from specific Amazon Elastic Compute Cloud (Amazon EC2) security groups or from a specific IP address.				Alert Criteria		Yellow: A DB security group rule references an Amazon EC2 security group that grants global access on one of these ports: 20, 21, 22, 1433, 1434, 3306, 3389, 4333, 5432, 5500.		Yellow: A DB security group rule grants access to more than a single IP address (the CIDR rule suffix is not /0 or /32).		Red: A DB security group rule grants global access (the CIDR rule suffix is /0).				Recommended Action		Review your security group rules and restrict access to authorized IP addresses or IP ranges. To edit a security group, use the AuthorizeDBSecurityGroupIngress API or the AWS Management Console. For more information, see Working with DB Security Groups.				Additional Resources		Amazon RDS Security Groups		Classless Inter-Domain Routing		List of TCP and UDP port numbers"
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Classic Load Balancers with HTTPS/SSL listeners should use a predefined security policy that has strong configuration,Description: Checks if your Classic Load Balancer SSL listeners use the predefined policy ELBSecurityPolicy-TLS-1-2-2017-01. The check fails if the Classic Load Balancer SSL listeners do not use the predefined policy ELBSecurityPolicy-TLS-1-2-2017-01.				Source		AWS Security Hub		Security Hub control ID: ELB.8				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,CloudFront distributions should have WAF enabled,Description: Checks to see if Amazon CloudFront distributions are associated with either WAF or WAFv2 web ACLs. The check fails if a CloudFront distribution is not associated with a web ACL.				Source		AWS Security Hub		Security Hub control ID: CloudFront.6				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,IAM customer managed policies that you create should not allow wildcard actions for services,"Description: Checks if the IAM identity-based custom policies have Allow statements that grant permissions for all actions on a service. The check fails if any policy statement includes ""Effect"": ""Allow"" with ""Action"": ""Service:"".				Source		AWS Security Hub		Security Hub control ID: IAM.21				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Security groups should only allow unrestricted incoming traffic for authorized ports,"Description: Checks if the security groups allow unrestricted incoming traffic. The check fails if ports allow unrestricted traffic on ports other than 80 and 443, which are default values for parameter authorizedTcpPorts.				Source		AWS Security Hub		Security Hub control ID: EC2.18				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,RDS instances should be deployed in a VPC,Description: Checks if an RDS instance is deployed in a VPC (EC2-VPC).				Source		AWS Security Hub		Security Hub control ID: RDS.18				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Lambda function policies should prohibit public access,"Description: Checks if the AWS Lambda function policy attached to the Lambda resource prohibits public access. If the Lambda function policy allows public access, the check fails.				Source		AWS Security Hub		Security Hub control ID: Lambda.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,API Gateway should be associated with a WAF Web ACL,Description: Checks to see if an API Gateway stage is using an AWS WAF Web ACL. This check fails if an AWS WAF Web ACL is not attached to a REST API Gateway stage.				Source		AWS Security Hub		Security Hub control ID: APIGateway.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,EC2 instances should not have a public IPv4 address,Description: Checks if EC2 instances have a public IP address. The check fails if the publicIp field is present in the EC2 instance configuration item. This check applies to IPv4 addresses only.				Source		AWS Security Hub		Security Hub control ID: EC2.9				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,VPC flow logging should be enabled in all VPCs,Description: Checks if Amazon Virtual Private Cloud flow logs are found and enabled for Amazon VPCs. The traffic type is set to 'Reject'.				Source		AWS Security Hub		Security Hub control ID: EC2.6				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Secrets Manager secrets should be rotated within a specified number of days,Description: Checks if your secrets have rotated at least once within 90 days.				Source		AWS Security Hub		Security Hub control ID: SecretsManager.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P0 Control traffic at all layers - restrict public subnet access.,Redshift clusters should use enhanced VPC routing,Description: Checks if a Redshift cluster has EnhancedVpcRouting enabled.				Source		AWS Security Hub		Security Hub control ID: Redshift.7				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 5 How do you protect your network resources?,P1 Control traffic at all layers - restrict private subnet access.,Security Groups - Specific Ports Unrestricted,"Description: Checks security groups for rules that allow unrestricted access (0.0.0.0/0) to specific ports. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data). The ports with highest risk are flagged red, and those with less risk are flagged yellow. Ports flagged green are typically used by applications that require unrestricted access, such as HTTP and SMTP.		If you have intentionally configured your security groups in this manner, we recommend using additional security measures to secure your infrastructure (such as IP tables).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Green: Access to port 80, 25, 443, or 465 is unrestricted.		Red: Access to port 20, 21, 1433, 1434, 3306, 3389, 4333, 5432, or 5500 is unrestricted.		Yellow: Access to any other port is unrestricted.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		List of TCP and UDP port numbers (Wikipedia)		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Security Groups - Unrestricted Access,"Description: Checks security groups for rules that allow unrestricted access to a resource. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Red: A security group rule has a source IP address with a /0 suffix for ports other than 25, 80, or 443.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Security Groups - Specific Ports Unrestricted,"Description: Checks security groups for rules that allow unrestricted access (0.0.0.0/0) to specific ports. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data). The ports with highest risk are flagged red, and those with less risk are flagged yellow. Ports flagged green are typically used by applications that require unrestricted access, such as HTTP and SMTP.		If you have intentionally configured your security groups in this manner, we recommend using additional security measures to secure your infrastructure (such as IP tables).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Green: Access to port 80, 25, 443, or 465 is unrestricted.		Red: Access to port 20, 21, 1433, 1434, 3306, 3389, 4333, 5432, or 5500 is unrestricted.		Yellow: Access to any other port is unrestricted.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		List of TCP and UDP port numbers (Wikipedia)		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Amazon RDS Security Group Access Risk,"Description: Checks security group configurations for Amazon Relational Database Service (Amazon RDS) and warns when a security group rule might grant overly permissive access to your database. Recommended configuration for any security group rule is to allow access from specific Amazon Elastic Compute Cloud (Amazon EC2) security groups or from a specific IP address.				Alert Criteria		Yellow: A DB security group rule references an Amazon EC2 security group that grants global access on one of these ports: 20, 21, 22, 1433, 1434, 3306, 3389, 4333, 5432, 5500.		Yellow: A DB security group rule grants access to more than a single IP address (the CIDR rule suffix is not /0 or /32).		Red: A DB security group rule grants global access (the CIDR rule suffix is /0).				Recommended Action		Review your security group rules and restrict access to authorized IP addresses or IP ranges. To edit a security group, use the AuthorizeDBSecurityGroupIngress API or the AWS Management Console. For more information, see Working with DB Security Groups.				Additional Resources		Amazon RDS Security Groups		Classless Inter-Domain Routing		List of TCP and UDP port numbers"
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,ELB Security Groups,
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,EC2 instances should not use multiple ENIs,Description: Checks to see if Amazon EC2 instance uses multiple ENI/EFA. This check will pass if single network adapters is used.				Source		AWS Security Hub		Security Hub control ID: EC2.17				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Security groups should not allow unrestricted access to ports with high risk,"Description: Checks if unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22 ] that have the highest risk. This check passes when none of the rules in a security group allow ingress traffic from 0.0.0.0/0 for the listed ports.				Source		AWS Security Hub		Security Hub control ID: EC2.19				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Application load balancer should be configured to drop http headers,"Description: This check evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. By default, ALBs are not configured to drop invalid http header values. This check evaluates all ALBs fails if the attribute value of routing.http.drop_invalid_header_fields.enabled is set to false.				Source		AWS Security Hub		Security Hub control ID: ELB.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Database Migration Service replication instances should not be public,Description: Checks if AWS Database Migration Service replication instances are public by examining the PubliclyAccessible field value.				Source		AWS Security Hub		Security Hub control ID: DMS.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Lambda functions should use supported runtimes,"Description: Checks that the lambda function settings for runtimes, match the expected values set for the supported runtimes for each language. The supported runtimes this check assesses for are: nodejs18.x, nodejs16.x, nodejs14.x, nodejs12.x, python3.10, python3.9, python3.8, python3.7, java11, java8, java8.al2, go1.x, dotnet6, ruby2.7.				Source		AWS Security Hub		Security Hub control ID: Lambda.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,AWS Lambda Functions Using Deprecated Runtimes,"Description: Checks for Lambda functions whose $LATEST version is configured to use a runtime that is approaching deprecation, or is deprecated. Deprecated runtimes are not eligible for security updates or technical support		Alert CriteriaRed: The function's $LATEST version is configured to use a runtime that is already deprecated.				Yellow: The function's $LATEST version is running on a runtime that will be deprecated within 180 days.Recommended ActionIf you have functions that are running on a runtime that is approaching deprecation, you should prepare for migration to a supported runtime. For more information, see Runtime support policy.				We recommend that you delete earlier function versions that you’re no longer using.		Additional ResourcesLambda runtimes		"
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Amazon Redshift clusters should prohibit public access,Description: Checks if Amazon Redshift clusters are publicly accessible. It evaluates the publiclyAccessible field in the cluster configuration item.				Source		AWS Security Hub		Security Hub control ID: Redshift.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Amazon Elastic MapReduce cluster master nodes should not have public IP addresses,Description: Checks if master nodes on EMR clusters have public IP addresses.				Source		AWS Security Hub		Security Hub control ID: EMR.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Reduce attack surface,Amazon SageMaker notebook instances should not have direct internet access,Description: Checks if direct internet access is disabled for an Amazon SageMaker notebook instance by examining the DirectInternetAccess field is disabled for an Amazon SageMaker notebook instance.				Source		AWS Security Hub		Security Hub control ID: SageMaker.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Security Groups - Unrestricted Access,"Description: Checks security groups for rules that allow unrestricted access to a resource. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Red: A security group rule has a source IP address with a /0 suffix for ports other than 25, 80, or 443.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Security Groups - Specific Ports Unrestricted,"Description: Checks security groups for rules that allow unrestricted access (0.0.0.0/0) to specific ports. Unrestricted access increases opportunities for malicious activity (hacking, denial-of-service attacks, loss of data). The ports with highest risk are flagged red, and those with less risk are flagged yellow. Ports flagged green are typically used by applications that require unrestricted access, such as HTTP and SMTP.		If you have intentionally configured your security groups in this manner, we recommend using additional security measures to secure your infrastructure (such as IP tables).				Note: This check only evaluates security groups that you create and their inbound rules for IPv4 addresses. Security groups created by AWS Directory Services are flagged as red or yellow, but they don’t pose a security risk and can be safely ignored or excluded. For more information, see the Trusted Advisor FAQ.				Note: This check does not include the use case when a customer managed prefix list grants access to 0.0.0.0/0 and is used as a source with a security group.				Alert Criteria		Green: Access to port 80, 25, 443, or 465 is unrestricted.		Red: Access to port 20, 21, 1433, 1434, 3306, 3389, 4333, 5432, or 5500 is unrestricted.		Yellow: Access to any other port is unrestricted.				Recommended Action		Restrict access to only those IP addresses that require it. To restrict access to a specific IP address, set the suffix to /32 (for example, 192.0.2.10/32). Be sure to delete overly permissive rules after creating rules that are more restrictive.				Additional Resources		Amazon EC2 Security Groups		List of TCP and UDP port numbers (Wikipedia)		Classless Inter-Domain Routing (Wikipedia)"
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Amazon RDS Security Group Access Risk,"Description: Checks security group configurations for Amazon Relational Database Service (Amazon RDS) and warns when a security group rule might grant overly permissive access to your database. Recommended configuration for any security group rule is to allow access from specific Amazon Elastic Compute Cloud (Amazon EC2) security groups or from a specific IP address.				Alert Criteria		Yellow: A DB security group rule references an Amazon EC2 security group that grants global access on one of these ports: 20, 21, 22, 1433, 1434, 3306, 3389, 4333, 5432, 5500.		Yellow: A DB security group rule grants access to more than a single IP address (the CIDR rule suffix is not /0 or /32).		Red: A DB security group rule grants global access (the CIDR rule suffix is /0).				Recommended Action		Review your security group rules and restrict access to authorized IP addresses or IP ranges. To edit a security group, use the AuthorizeDBSecurityGroupIngress API or the AWS Management Console. For more information, see Working with DB Security Groups.				Additional Resources		Amazon RDS Security Groups		Classless Inter-Domain Routing		List of TCP and UDP port numbers"
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,ELB Security Groups,
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,EC2 instances should not use multiple ENIs,Description: Checks to see if Amazon EC2 instance uses multiple ENI/EFA. This check will pass if single network adapters is used.				Source		AWS Security Hub		Security Hub control ID: EC2.17				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Security groups should not allow unrestricted access to ports with high risk,"Description: Checks if unrestricted incoming traffic for the security groups is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22 ] that have the highest risk. This check passes when none of the rules in a security group allow ingress traffic from 0.0.0.0/0 for the listed ports.				Source		AWS Security Hub		Security Hub control ID: EC2.19				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Application load balancer should be configured to drop http headers,"Description: This check evaluates AWS Application Load Balancers (ALB) to ensure they are configured to drop http headers. By default, ALBs are not configured to drop invalid http header values. This check evaluates all ALBs fails if the attribute value of routing.http.drop_invalid_header_fields.enabled is set to false.				Source		AWS Security Hub		Security Hub control ID: ELB.4				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Database Migration Service replication instances should not be public,Description: Checks if AWS Database Migration Service replication instances are public by examining the PubliclyAccessible field value.				Source		AWS Security Hub		Security Hub control ID: DMS.1				Alert Criteria		Red: Critical or High. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue.
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Lambda functions should use supported runtimes,"Description: Checks that the lambda function settings for runtimes, match the expected values set for the supported runtimes for each language. The supported runtimes this check assesses for are: nodejs18.x, nodejs16.x, nodejs14.x, nodejs12.x, python3.10, python3.9, python3.8, python3.7, java11, java8, java8.al2, go1.x, dotnet6, ruby2.7.				Source		AWS Security Hub		Security Hub control ID: Lambda.2				Alert Criteria		Yellow: Medium or Low. Security Hub control failed.				Recommended Action		Follow the Security Hub documentation to fix the issue."
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,AWS Lambda Functions Using Deprecated Runtimes,"Description: Checks for Lambda functions whose $LATEST version is configured to use a runtime that is approaching deprecation, or is deprecated. Deprecated runtimes are not eligible for security updates or technical support		Alert CriteriaRed: The function's $LATEST version is configured to use a runtime that is already deprecated.				Yellow: The function's $LATEST version is running on a runtime that will be deprecated within 180 days.Recommended ActionIf you have functions that are running on a runtime that is approaching deprecation, you should prepare for migration to a supported runtime. For more information, see Runtime support policy.				We recommend that you delete earlier function versions that you’re no longer using.		Additional ResourcesLambda runtimes		"
